h,r,t,is_real,score
CID000002462,C0000731,CID000002662,1,1.0628780126571655
CID000119607,C0000731,CID006447131,1,1.0623998641967773
CID000002244,C0000731,CID003002190,1,1.0618717670440674
CID000003062,C0000731,CID000003676,1,1.0617533922195435
CID000003003,C0000731,CID000004812,1,1.0611395835876465
CID000004506,C0000731,CID000005732,1,1.059675931930542
CID000003158,C0000731,CID000004510,1,1.0584337711334229
CID000003386,C0000731,CID000003826,1,1.0572853088378906
CID000003440,C0000731,CID000062924,1,1.0571444034576416
CID000002022,C0000731,CID000004171,1,1.052983045578003
CID000002678,C0000731,CID000004411,1,1.0521475076675415
CID000002662,C0000731,CID000054688,1,1.0516031980514526
CID000002173,C0000731,CID000003003,1,1.0495402812957764
CID000002160,C0000731,CID000170361,1,1.048275113105774
CID000004917,C0000731,CID000151165,1,1.0472159385681152
CID000002311,C0000731,CID000005212,1,1.0466883182525635
CID000003348,C0000731,CID000005376,1,1.0441986322402954
CID000003878,C0000731,CID000004679,1,1.0435460805892944
CID000003767,C0000731,CID000004173,1,1.0432755947113037
CID000004509,C0000731,CID000004679,1,1.0414321422576904
CID000002818,C0000731,CID000003749,1,1.0405675172805786
CID000005523,C0000731,CID000010631,1,1.0392252206802368
CID000000444,C0000731,CID000004595,1,1.0374512672424316
CID000002083,C0000731,CID005353980,1,1.0372345447540283
CID000003339,C0000731,CID000130881,1,1.036841869354248
CID000004594,C0000731,CID000041781,1,1.035475254058838
CID000000942,C0000731,CID000002269,1,1.034052848815918
CID000002802,C0000731,CID000005029,1,1.0264995098114014
CID000002162,C0000731,CID000005358,1,1.0253612995147705
CID000000450,C0000731,CID000004205,1,1.0230350494384766
CID000002520,C0000731,CID000004634,1,1.0228958129882812
CID000001302,C0000731,CID000004170,1,1.0216665267944336
CID000004900,C0000731,CID000004946,1,1.0205891132354736
CID000004034,C0000731,CID000005039,1,1.019731044769287
CID000004594,C0000731,CID006398970,1,1.0185855627059937
CID000000444,C0000731,CID000004236,1,1.017371654510498
CID000002585,C0000731,CID000003157,1,1.0154118537902832
CID000003478,C0000731,CID000060147,1,1.0149860382080078
CID000004900,C0000731,CID000005064,1,1.0138847827911377
CID000004259,C0000731,CID000010631,1,1.0123833417892456
CID000000853,C0000731,CID000004075,1,1.008596658706665
CID000005029,C0000731,CID000125889,1,1.0070974826812744
CID000002585,C0000731,CID000004034,1,1.0069469213485718
CID000003440,C0000731,CID000005732,1,1.003446340560913
CID000001983,C0000731,CID000060835,1,1.0032111406326294
CID000005656,C0000731,CID000062924,1,1.0012633800506592
CID000005035,C0000731,CID000005245,1,1.001149296760559
CID000001302,C0000731,CID000087177,1,1.0011000633239746
CID000004052,C0000731,CID000005073,1,1.0010128021240234
CID000006691,C0000731,CID003468412,1,0.9985008835792542
CID000000937,C0000731,CID000003222,1,0.9979006052017212
CID000003062,C0000731,CID000004909,1,0.9964622855186462
CID000003883,C0000731,CID000004595,1,0.9945870637893677
CID000002803,C0000731,CID000003559,1,0.993507981300354
CID000002118,C0000731,CID000003157,1,0.991178572177887
CID000004510,C0000731,CID000005372,1,0.9897931814193726
CID000002610,C0000731,CID000003883,1,0.9877378940582275
CID000001690,C0000731,CID000002622,1,0.9857801198959351
CID000004052,C0000731,CID000027661,1,0.9844986796379089
CID000001117,C0000731,CID000004927,1,0.9838202595710754
CID000003937,C0000731,CID005282226,0,0.9800810813903809
CID000003639,C0000731,CID000003658,1,0.9779843091964722
CID000003639,C0000731,CID000003958,1,0.9758606553077698
CID000005005,C0000731,CID000010631,1,0.9735741019248962
CID000002771,C0000731,CID000004856,1,0.9734121561050415
CID000003154,C0000731,CID000005732,1,0.9709427952766418
CID000002617,C0000731,CID000003467,0,0.9708293676376343
CID000003639,C0000731,CID000060184,1,0.9693768620491028
CID000002520,C0000731,CID000003476,1,0.9684739112854004
CID000005029,C0000731,CID000077999,1,0.9652600288391113
CID000002269,C0000731,CID000003478,1,0.9647623896598816
CID000003749,C0000731,CID000216239,0,0.9638867378234863
CID000002764,C0000731,CID000003516,1,0.9634458422660828
CID000001690,C0000731,CID000003345,1,0.9628427028656006
CID000004909,C0000731,CID000005203,1,0.9621202945709229
CID000002083,C0000731,CID000024011,1,0.96123206615448
CID000003958,C0000731,CID000005578,1,0.9606959819793701
CID000003883,C0000731,CID000130881,1,0.9595208764076233
CID000001302,C0000731,CID000002803,1,0.9575802087783813
CID000003348,C0000731,CID000004513,1,0.9568077325820923
CID000000444,C0000731,CID000002308,1,0.9563206434249878
CID000002803,C0000731,CID000003386,1,0.9556216597557068
CID000004052,C0000731,CID000170361,1,0.9554874897003174
CID000002462,C0000731,CID000060147,1,0.9528118371963501
CID000003062,C0000731,CID005311297,1,0.9521899819374084
CID000000838,C0000731,CID000004594,1,0.9514459371566772
CID000002803,C0000731,CID000004614,1,0.9505452513694763
CID000002249,C0000731,CID000004920,1,0.9480844736099243
CID000002462,C0000731,CID000005538,1,0.947999119758606
CID000002249,C0000731,CID000003003,1,0.9461669325828552
CID000002909,C0000731,CID000005656,1,0.9449674487113953
CID000002891,C0000731,CID000004635,1,0.9419821500778198
CID000002712,C0000731,CID000005039,1,0.9417015910148621
CID000004900,C0000731,CID000041781,1,0.9416801333427429
CID000005267,C0000731,CID000125889,1,0.9367802143096924
CID000004168,C0000731,CID000019090,1,0.9361481070518494
CID000003333,C0000731,CID000005203,1,0.9343236684799194
CID000004236,C0000731,CID000006691,1,0.9332979917526245
CID000004485,C0000731,CID000104865,1,0.9325463771820068
CID000003672,C0000731,CID000667490,1,0.930356502532959
CID000003222,C0000731,CID000005372,1,0.9272133708000183
CID000001302,C0000731,CID000004856,1,0.9269912242889404
CID000002907,C0000731,CID000005372,1,0.9256246089935303
CID000000942,C0000731,CID000002802,1,0.9194141626358032
CID000002160,C0000731,CID000003016,1,0.9190433621406555
CID000000853,C0000731,CID000003478,0,0.9159282445907593
CID000003157,C0000731,CID003468412,1,0.915876567363739
CID000002244,C0000731,CID000005732,1,0.9117385149002075
CID000002249,C0000731,CID000024486,1,0.9110814332962036
CID000000772,C0000731,CID000003143,1,0.9087454080581665
CID000003345,C0000731,CID000003488,1,0.9082905054092407
CID000005039,C0000731,CID000005472,1,0.9074665307998657
CID000003386,C0000731,CID000019090,1,0.90727698802948
CID000002764,C0000731,CID000003826,1,0.906996488571167
CID000001983,C0000731,CID000003161,1,0.9068924188613892
CID000002524,C0000731,CID000027661,1,0.903782069683075
CID000003937,C0000731,CID000054374,1,0.9030365347862244
CID000001983,C0000731,CID000003510,1,0.9020352959632874
CID000003488,C0000731,CID000125889,1,0.9013670086860657
CID000004449,C0000731,CID000005514,1,0.8957695364952087
CID000005152,C0000731,CID000005717,1,0.8943420648574829
CID000003325,C0000731,CID000005184,1,0.8942359685897827
CID000002662,C0000731,CID000060795,1,0.8937657475471497
CID000004873,C0000731,CID000077999,1,0.8917131423950195
CID000002022,C0000731,CID000005408,1,0.8904137015342712
CID000002118,C0000731,CID004475485,1,0.8890367746353149
CID000005544,C0000731,CID000170361,1,0.8874369263648987
CID000003365,C0000731,CID000003929,1,0.8837480545043945
CID000003345,C0000731,CID000004634,1,0.882880687713623
CID000003516,C0000731,CID000054454,1,0.8774085640907288
CID000004253,C0000731,CID000005645,1,0.8762340545654297
CID000002153,C0000731,CID000002656,0,0.8760566115379333
CID000003878,C0000731,CID005311297,1,0.8728257417678833
CID000002173,C0000731,CID000003440,1,0.8718799352645874
CID000003657,C0000731,CID000004873,1,0.8716281056404114
CID000003154,C0000731,CID000005650,1,0.8712304830551147
CID000003161,C0000731,CID000005358,1,0.870692253112793
CID000003203,C0000731,CID000004894,1,0.8701359629631042
CID000003676,C0000731,CID000004634,1,0.8664110898971558
CID000004168,C0000731,CID000005512,1,0.8645272254943848
CID000002099,C0000731,CID000005391,1,0.8645017147064209
CID000005358,C0000731,CID000005650,1,0.8634158372879028
CID000001983,C0000731,CID004475485,0,0.8613319396972656
CID000002476,C0000731,CID000004594,1,0.8598871827125549
CID000001117,C0000731,CID000003510,1,0.859729528427124
CID000002771,C0000731,CID000060852,1,0.8585240244865417
CID000002269,C0000731,CID000003042,1,0.8581323623657227
CID000123620,C0000731,CID000119607,0,0.8576693534851074
CID000002891,C0000731,CID000004171,1,0.8565881252288818
CID000000942,C0000731,CID000002520,1,0.855597734451294
CID000002806,C0000731,CID000004075,1,0.8545076847076416
CID000004691,C0000731,CID000005076,1,0.8535056114196777
CID000003386,C0000731,CID000004075,1,0.8528871536254883
CID000006691,C0000731,CID000124087,1,0.8523404598236084
CID000005656,C0000731,CID000123631,0,0.8520659804344177
CID000004485,C0000731,CID000005472,0,0.8516842722892761
CID000003348,C0000731,CID000005291,1,0.851665198802948
CID000003405,C0000731,CID000004075,1,0.8513798713684082
CID000003446,C0000731,CID000003962,1,0.8511208891868591
CID000003962,C0000731,CID000004873,1,0.8511163592338562
CID000002585,C0000731,CID000005038,1,0.8495442867279053
CID000000853,C0000731,CID005311297,1,0.8481868505477905
CID000003476,C0000731,CID000004594,1,0.8473412990570068
CID000002554,C0000731,CID000060854,1,0.845274806022644
CID000003463,C0000731,CID000005544,1,0.8448783159255981
CID000001302,C0000731,CID000034312,1,0.8428084254264832
CID000002477,C0000731,CID000083786,1,0.841323733329773
CID000001302,C0000731,CID000130881,0,0.839999794960022
CID000003405,C0000731,CID000003957,1,0.8385004997253418
CID000054454,C0000731,CID000443871,1,0.835900604724884
CID000003310,C0000731,CID000004917,1,0.835193932056427
CID000002249,C0000731,CID000054454,1,0.8334122896194458
CID000002088,C0000731,CID000004509,1,0.8314015865325928
CID000001775,C0000731,CID000002083,1,0.8301857113838196
CID000003648,C0000731,CID000054454,1,0.8298969268798828
CID000003878,C0000731,CID000004583,1,0.8289569020271301
CID000001972,C0000731,CID000003958,1,0.8278520107269287
CID000002162,C0000731,CID003468412,1,0.8272928595542908
CID000003446,C0000731,CID000060852,1,0.8267854452133179
CID000002160,C0000731,CID000003121,1,0.8249742984771729
CID000005544,C0000731,CID006398525,1,0.824874758720398
CID000002803,C0000731,CID000003962,1,0.8235955834388733
CID000003325,C0000731,CID000005672,1,0.8227723836898804
CID000001690,C0000731,CID000004159,1,0.8201655149459839
CID000004091,C0000731,CID000004168,0,0.8200286030769348
CID000001302,C0000731,CID000032797,1,0.8152616024017334
CID000002806,C0000731,CID000005352,1,0.8151241540908813
CID000002662,C0000731,CID000003419,1,0.8129440546035767
CID000005391,C0000731,CID000065999,1,0.8120827674865723
CID000002249,C0000731,CID000170361,1,0.8104473948478699
CID000002462,C0000731,CID000003899,1,0.8064975142478943
CID000003446,C0000731,CID000004052,1,0.8062471747398376
CID000000772,C0000731,CID000004485,1,0.8032131195068359
CID000003003,C0000731,CID005329102,1,0.8027108311653137
CID000002162,C0000731,CID000062924,0,0.8021319508552551
CID000003652,C0000731,CID000003961,1,0.7963505983352661
CID000002891,C0000731,CID000004873,1,0.7959922552108765
CID000002955,C0000731,CID000004159,1,0.7959772944450378
CID000004485,C0000731,CID000005645,1,0.7953017354011536
CID000003016,C0000731,CID000003559,1,0.7946845889091492
CID000003478,C0000731,CID000004885,0,0.7932331562042236
CID000001065,C0000731,CID000003639,0,0.7910439372062683
CID000002250,C0000731,CID000060795,1,0.7891454100608826
CID000002806,C0000731,CID000004909,1,0.7867207527160645
CID000003446,C0000731,CID000004264,1,0.7805978059768677
CID000001302,C0000731,CID000004920,1,0.7787548899650574
CID000005514,C0000731,CID000083786,1,0.7783896923065186
CID000005512,C0000731,CID003468412,1,0.777626097202301
CID000005212,C0000731,CID000062924,1,0.773973822593689
CID000002802,C0000731,CID000004075,1,0.7738184928894043
CID000003715,C0000731,CID000004253,1,0.7729576230049133
CID000003062,C0000731,CID000005533,1,0.7719215750694275
CID000002576,C0000731,CID000003255,0,0.7715837955474854
CID000002895,C0000731,CID000003869,1,0.7707979679107666
CID000005650,C0000731,CID000041781,1,0.7707528471946716
CID000003003,C0000731,CID000004052,1,0.7699947357177734
CID000002171,C0000731,CID000005379,1,0.7677903771400452
CID000002088,C0000731,CID000002435,1,0.7651073932647705
CID000003461,C0000731,CID000004917,1,0.7637542486190796
CID000005487,C0000731,CID000125889,1,0.7633780241012573
CID000005039,C0000731,CID000009433,1,0.7627490162849426
CID000004138,C0000731,CID000004679,1,0.7613995671272278
CID000003672,C0000731,CID000003676,1,0.7611491084098816
CID000003957,C0000731,CID000005734,1,0.7609838247299194
CID000004173,C0000731,CID005311048,1,0.7606407403945923
CID000000772,C0000731,CID000006691,1,0.7588220834732056
CID000004666,C0000731,CID000148211,1,0.7580142617225647
CID000004635,C0000731,CID000005978,1,0.7528986930847168
CID000003308,C0000731,CID000004927,1,0.7524044513702393
CID000004485,C0000731,CID000077999,1,0.7517282962799072
CID000005038,C0000731,CID000005533,1,0.7483131885528564
CID000003350,C0000731,CID000005735,1,0.7480445504188538
CID000002160,C0000731,CID000002477,1,0.746978759765625
CID000000772,C0000731,CID005329102,1,0.7459771037101746
CID000002118,C0000731,CID000005556,1,0.7444599270820618
CID000002520,C0000731,CID000004599,0,0.7428408861160278
CID000000772,C0000731,CID000002764,1,0.7416950464248657
CID000002818,C0000731,CID000003405,1,0.7412287592887878
CID000002520,C0000731,CID000003559,1,0.7401906251907349
CID000005203,C0000731,CID000130881,1,0.7366138696670532
CID000002909,C0000731,CID000027661,1,0.7356318235397339
CID000003350,C0000731,CID000004585,1,0.735578179359436
CID000001972,C0000731,CID000004253,1,0.7347403764724731
CID000005358,C0000731,CID000006691,1,0.7345988154411316
CID000003348,C0000731,CID000054841,1,0.7338895201683044
CID000003476,C0000731,CID000003780,1,0.7336649894714355
CID000003890,C0000731,CID000150311,1,0.73249751329422
CID000002471,C0000731,CID000004873,1,0.7323238849639893
CID000000853,C0000731,CID000003899,0,0.7310130596160889
CID000003488,C0000731,CID000004873,1,0.7299385070800781
CID000003877,C0000731,CID000074989,1,0.7287286520004272
CID000004674,C0000731,CID000123631,1,0.7287179827690125
CID000002267,C0000731,CID000003639,1,0.7245620489120483
CID000000143,C0000731,CID000003954,1,0.7230821847915649
CID000000444,C0000731,CID000002666,1,0.7206065654754639
CID000005090,C0000731,CID000077993,1,0.7166146039962769
CID000002764,C0000731,CID000003405,1,0.7150611281394958
CID000003003,C0000731,CID000003154,1,0.7118158936500549
CID000000853,C0000731,CID000005394,1,0.70540452003479
CID000005523,C0000731,CID000060831,1,0.7044596672058105
CID000003826,C0000731,CID000123620,1,0.70406574010849
CID000000450,C0000731,CID000002541,1,0.703606367111206
CID000002666,C0000731,CID000005651,1,0.7035503387451172
CID000003143,C0000731,CID000003746,0,0.7007253170013428
CID000003222,C0000731,CID000130881,1,0.6969642639160156
CID000002554,C0000731,CID000005734,1,0.6926129460334778
CID000004054,C0000731,CID000060831,0,0.6899889707565308
CID000002022,C0000731,CID000054454,1,0.6871078610420227
CID000004900,C0000731,CID000005472,1,0.6860609650611877
CID000002806,C0000731,CID000003461,1,0.685687243938446
CID000005487,C0000731,CID000028112,1,0.6820720434188843
CID000003446,C0000731,CID000005978,1,0.6807152628898621
CID000003825,C0000731,CID000004205,1,0.6744154691696167
CID000004054,C0000731,CID000005039,1,0.6693075299263
CID000003878,C0000731,CID000005358,1,0.6689249277114868
CID000001302,C0000731,CID000005647,1,0.6635758876800537
CID000001971,C0000731,CID000003016,1,0.6606068015098572
CID000028112,C0000731,CID004475485,1,0.6575090289115906
CID000005002,C0000731,CID000005376,1,0.6567193865776062
CID000001971,C0000731,CID000003883,1,0.656558632850647
CID000004107,C0000731,CID000004171,1,0.6565481424331665
CID000002802,C0000731,CID000002818,1,0.6556218862533569
CID000005719,C0000731,CID000062924,1,0.6546345949172974
CID000005352,C0000731,CID000083786,1,0.6523570418357849
CID000003639,C0000731,CID000003825,0,0.6506924629211426
CID000000853,C0000731,CID000125889,1,0.6501617431640625
CID000003003,C0000731,CID000087177,1,0.6494563817977905
CID000005650,C0000731,CID005282226,1,0.6477620601654053
CID000003003,C0000731,CID005481350,1,0.6399343013763428
CID000005245,C0000731,CID000041781,1,0.6312284469604492
CID000004171,C0000731,CID006398970,1,0.6300533413887024
CID000001302,C0000731,CID000002171,1,0.62982577085495
CID000003016,C0000731,CID000003308,1,0.628480851650238
CID000002520,C0000731,CID000005408,1,0.6280801892280579
CID000002550,C0000731,CID000004679,1,0.6276740431785583
CID000001065,C0000731,CID000003883,1,0.627417802810669
CID000005401,C0000731,CID000065999,1,0.6255336403846741
CID000060831,C0000731,CID000130881,1,0.625455915927887
CID000000772,C0000731,CID000002678,1,0.6247962117195129
CID000003032,C0000731,CID000003222,1,0.6219336986541748
CID000005487,C0000731,CID000060147,1,0.6145989894866943
CID000003333,C0000731,CID000003715,0,0.6136342287063599
CID000003016,C0000731,CID000003121,1,0.61192786693573
CID000000772,C0000731,CID000125889,1,0.6091816425323486
CID000000772,C0000731,CID000003954,1,0.6089248061180115
CID000002806,C0000731,CID006398970,0,0.6088324785232544
CID000002812,C0000731,CID000004691,1,0.6060335636138916
CID000002891,C0000731,CID000005038,1,0.6048914194107056
CID000003658,C0000731,CID004475485,1,0.6010541915893555
CID000002477,C0000731,CID000003696,1,0.6006612777709961
CID000003222,C0000731,CID000003476,1,0.5991325974464417
CID000002891,C0000731,CID000123620,1,0.5969937443733215
CID000003405,C0000731,CID000156419,1,0.5914855003356934
CID000003639,C0000731,CID006398970,1,0.5875486135482788
CID000000772,C0000731,CID000019090,1,0.5862675905227661
CID000000450,C0000731,CID000003121,1,0.5837823748588562
CID000003255,C0000731,CID000005487,1,0.5836565494537354
CID000003478,C0000731,CID000004547,0,0.5819288492202759
CID000003440,C0000731,CID000005408,1,0.5727302432060242
CID000003440,C0000731,CID000005412,1,0.5727114677429199
CID000003385,C0000731,CID000004674,0,0.5710673928260803
CID000003869,C0000731,CID000119607,1,0.5698338150978088
CID000002250,C0000731,CID000004819,1,0.5687872767448425
CID000003696,C0000731,CID005311297,1,0.5668897032737732
CID000002477,C0000731,CID000002818,1,0.5644853711128235
CID000060835,C0000731,CID000087177,1,0.5613532662391663
CID000003386,C0000731,CID000003488,1,0.5602246522903442
CID000002173,C0000731,CID000005732,0,0.5590105056762695
CID000004634,C0000731,CID000005376,1,0.5583599209785461
CID000003161,C0000731,CID005311297,1,0.5549635291099548
CID000003350,C0000731,CID000125889,1,0.5541056394577026
CID000005039,C0000731,CID000005073,1,0.5528175830841064
CID000002308,C0000731,CID000003410,1,0.5503041744232178
CID000002162,C0000731,CID000004138,1,0.5502856969833374
CID000000937,C0000731,CID000002891,1,0.546777069568634
CID000002678,C0000731,CID000005038,1,0.545932412147522
CID000003255,C0000731,CID000010631,1,0.544831395149231
CID000002522,C0000731,CID000003446,1,0.5445142388343811
CID000004411,C0000731,CID000004583,1,0.5414681434631348
CID000004173,C0000731,CID000150311,1,0.5351020693778992
CID000000772,C0000731,CID000005376,1,0.5323328971862793
CID000003958,C0000731,CID000003961,1,0.5296192765235901
CID000003780,C0000731,CID000004510,1,0.5288290977478027
CID000002764,C0000731,CID000003877,1,0.5258699655532837
CID000002162,C0000731,CID000002173,1,0.5258565545082092
CID000002764,C0000731,CID000004834,1,0.5254180431365967
CID000002541,C0000731,CID000003016,1,0.5247581601142883
CID000001775,C0000731,CID000002662,1,0.5199753046035767
CID000002160,C0000731,CID005487301,1,0.5198596715927124
CID000003121,C0000731,CID000077999,1,0.5178035497665405
CID000005029,C0000731,CID005311048,1,0.5167280435562134
CID000003488,C0000731,CID000005514,1,0.5123439431190491
CID000005090,C0000731,CID000005210,1,0.5120221972465515
CID000003016,C0000731,CID000004845,0,0.5102887153625488
CID000003440,C0000731,CID000004499,1,0.5093127489089966
CID000000838,C0000731,CID000003016,1,0.5090888142585754
CID000005352,C0000731,CID000005523,1,0.5061168074607849
CID000003062,C0000731,CID000005651,1,0.5034346580505371
CID000062924,C0000731,CID000083786,1,0.5034335851669312
CID000002162,C0000731,CID000170361,1,0.49666327238082886
CID000000444,C0000731,CID000005466,1,0.4958450198173523
CID000027661,C0000731,CID000087177,0,0.4930681586265564
CID000005029,C0000731,CID000059708,1,0.49178192019462585
CID000004091,C0000731,CID000032797,1,0.490726113319397
CID000002978,C0000731,CID000004583,1,0.490494966506958
CID000003962,C0000731,CID000005035,1,0.48786962032318115
CID000002244,C0000731,CID000064147,1,0.4867611527442932
CID000003279,C0000731,CID005481350,1,0.478488564491272
CID000002771,C0000731,CID000003393,1,0.4784863591194153
CID000001065,C0000731,CID000004510,1,0.47653889656066895
CID000003308,C0000731,CID000004091,1,0.4744499623775482
CID000003032,C0000731,CID000123631,1,0.4734165668487549
CID000000937,C0000731,CID000003463,1,0.4731316566467285
CID000041781,C0000731,CID000093860,1,0.47089478373527527
CID000002786,C0000731,CID000005073,1,0.47020602226257324
CID000002522,C0000731,CID000032797,1,0.4698244035243988
CID000004107,C0000731,CID000004485,1,0.46805045008659363
CID000002666,C0000731,CID000003696,1,0.467149019241333
CID000004171,C0000731,CID000005538,1,0.4670323133468628
CID000004440,C0000731,CID000004900,1,0.46286541223526
CID000003658,C0000731,CID000005291,0,0.4603535532951355
CID000002678,C0000731,CID000054841,1,0.46020400524139404
CID000005651,C0000731,CID000083786,1,0.46009984612464905
CID000002646,C0000731,CID000004259,1,0.4581447243690491
CID000002274,C0000731,CID000004583,1,0.45218443870544434
CID000005358,C0000731,CID000005512,1,0.451865017414093
CID000003640,C0000731,CID000077999,1,0.44627439975738525
CID000003961,C0000731,CID000038904,1,0.4433923661708832
CID000002153,C0000731,CID000005073,1,0.4393344521522522
CID000002524,C0000731,CID000005035,1,0.4346882104873657
CID000004666,C0000731,CID000005453,1,0.43241751194000244
CID000003016,C0000731,CID000077993,1,0.4260409474372864
CID000003476,C0000731,CID000004900,1,0.41032183170318604
CID000002578,C0000731,CID000004594,1,0.4099736213684082
CID000123620,C0000731,CID000125889,1,0.4099045991897583
CID000003767,C0000731,CID000005064,1,0.4080904722213745
CID000002771,C0000731,CID000003661,1,0.4079233705997467
CID000002244,C0000731,CID000003488,1,0.40487241744995117
CID000000942,C0000731,CID000002462,1,0.402858704328537
CID000003658,C0000731,CID000005412,1,0.4016571640968323
CID000002662,C0000731,CID000003310,1,0.40157991647720337
CID000004594,C0000731,CID000154059,0,0.401267945766449
CID000000853,C0000731,CID000443871,0,0.3996703624725342
CID000006691,C0000731,CID000150310,1,0.3970755636692047
CID000002249,C0000731,CID000002471,1,0.3968901038169861
CID000003746,C0000731,CID006398970,1,0.396040678024292
CID000003440,C0000731,CID000005496,1,0.3960014581680298
CID000000450,C0000731,CID000003954,1,0.3935585021972656
CID000003152,C0000731,CID000004691,1,0.39292651414871216
CID000004168,C0000731,CID000005726,1,0.3922528624534607
CID000001978,C0000731,CID000003749,1,0.3920894265174866
CID000002786,C0000731,CID000004585,1,0.39151495695114136
CID000004419,C0000731,CID000005039,0,0.39142733812332153
CID000003715,C0000731,CID000005651,1,0.3907662034034729
CID000002471,C0000731,CID000004943,1,0.38561898469924927
CID000002022,C0000731,CID000003878,0,0.3851861357688904
CID000054841,C0000731,CID000119607,0,0.3781743049621582
CID000002803,C0000731,CID000004075,1,0.37411195039749146
CID000003372,C0000731,CID000003958,1,0.372094988822937
CID000003672,C0000731,CID000071616,1,0.37030214071273804
CID000003016,C0000731,CID000003032,1,0.3691366910934448
CID000003310,C0000731,CID000019090,1,0.368919312953949
CID000004205,C0000731,CID000060198,1,0.3675220310688019
CID000002477,C0000731,CID000005734,1,0.3668133318424225
CID000002891,C0000731,CID000005523,1,0.3663695454597473
CID000005651,C0000731,CID000005732,1,0.36635735630989075
CID000004819,C0000731,CID000005512,1,0.3652159571647644
CID000003559,C0000731,CID000003658,1,0.36468151211738586
CID000003410,C0000731,CID000004679,1,0.36425602436065674
CID000002173,C0000731,CID000004679,1,0.36281007528305054
CID000000942,C0000731,CID000005038,1,0.35850510001182556
CID000027661,C0000731,CID000170361,1,0.3581794500350952
CID000004052,C0000731,CID000004595,1,0.3556421995162964
CID000003393,C0000731,CID000005073,1,0.3520033359527588
CID000000444,C0000731,CID000004542,1,0.34943026304244995
CID000003640,C0000731,CID000125889,1,0.3479890823364258
CID000004614,C0000731,CID000004927,1,0.34766706824302673
CID000003255,C0000731,CID000003640,1,0.34752151370048523
CID000002187,C0000731,CID000005391,1,0.34715911746025085
CID000004679,C0000731,CID000041693,0,0.34581661224365234
CID000002171,C0000731,CID000004595,1,0.34398967027664185
CID000002160,C0000731,CID000004449,1,0.34173673391342163
CID000005732,C0000731,CID000028112,1,0.3416854739189148
CID000002022,C0000731,CID000071616,1,0.33866867423057556
CID000003746,C0000731,CID000005556,1,0.3374897837638855
CID000003365,C0000731,CID000005402,1,0.33636224269866943
CID000004635,C0000731,CID000004920,1,0.33582693338394165
CID000003954,C0000731,CID000005155,1,0.33111825585365295
CID000004543,C0000731,CID000005556,1,0.3258655369281769
CID000001302,C0000731,CID000005478,1,0.323811411857605
CID000002650,C0000731,CID000004485,1,0.3217959403991699
CID000004748,C0000731,CID000054454,0,0.32157444953918457
CID000005291,C0000731,CID000060831,1,0.3165462017059326
CID000002162,C0000731,CID000005472,1,0.31588348746299744
CID000003957,C0000731,CID000005731,1,0.3129533529281616
CID000003386,C0000731,CID000005372,1,0.3116086721420288
CID000002022,C0000731,CID000003062,1,0.3103306293487549
CID000003928,C0000731,CID000004594,0,0.3081459403038025
CID000002662,C0000731,CID000154059,0,0.3045482337474823
CID000003154,C0000731,CID000003440,1,0.30200284719467163
CID000003003,C0000731,CID000003869,1,0.29909664392471313
CID000002891,C0000731,CID000004170,1,0.29811862111091614
CID000003702,C0000731,CID000150311,1,0.2980296313762665
CID000003148,C0000731,CID000003365,1,0.29570406675338745
CID000004900,C0000731,CID000004991,1,0.29242438077926636
CID000002088,C0000731,CID000005076,0,0.29233378171920776
CID000000596,C0000731,CID000005978,1,0.2916436791419983
CID000003826,C0000731,CID000004052,1,0.28206610679626465
CID000003937,C0000731,CID006398970,1,0.2804718613624573
CID000002802,C0000731,CID000004539,0,0.2798616290092468
CID000003403,C0000731,CID005311297,1,0.27112719416618347
CID000006691,C0000731,CID000041781,1,0.26827913522720337
CID000003440,C0000731,CID000003478,1,0.26341864466667175
CID000002173,C0000731,CID000003883,1,0.262796014547348
CID000003405,C0000731,CID006398970,1,0.2610815167427063
CID000004212,C0000731,CID000005291,1,0.2610624432563782
CID000003222,C0000731,CID000004920,1,0.25520431995391846
CID000003333,C0000731,CID000003386,1,0.25501549243927
CID000003648,C0000731,CID000005245,1,0.2547523081302643
CID000003255,C0000731,CID000008953,1,0.24494823813438416
CID000005650,C0000731,CID000034312,1,0.24409422278404236
CID000002022,C0000731,CID005311039,1,0.2430766522884369
CID000002088,C0000731,CID000005734,1,0.23875251412391663
CID000150311,C0000731,CID005282226,1,0.23785534501075745
CID000004158,C0000731,CID000004856,1,0.23592817783355713
CID000003325,C0000731,CID000005206,1,0.23074062168598175
CID000002477,C0000731,CID000003308,1,0.22428831458091736
CID000003958,C0000731,CID000156419,1,0.22295303642749786
CID000004212,C0000731,CID000004594,1,0.21805685758590698
CID000003143,C0000731,CID000004159,1,0.2164284586906433
CID000000450,C0000731,CID000002786,1,0.21429145336151123
CID000004411,C0000731,CID000124087,1,0.21090067923069
CID000443871,C0000731,CID004475485,1,0.20624065399169922
CID000003825,C0000731,CID000010631,1,0.20266225934028625
CID000004635,C0000731,CID000041781,1,0.20205974578857422
CID000001117,C0000731,CID000005496,1,0.19839799404144287
CID000005376,C0000731,CID000125889,1,0.19780415296554565
CID000005732,C0000731,CID000005734,1,0.1956523060798645
CID000002656,C0000731,CID000005291,0,0.19556711614131927
CID000004946,C0000731,CID000005040,1,0.19535227119922638
CID000003478,C0000731,CID000003640,1,0.19085977971553802
