h,r,t,is_real,score
CID000004943,C0000731,CID005281007,0,-2.152723789215088
CID000003393,C0000731,CID000004449,0,-2.174344301223755
CID000003345,C0000731,CID000060852,1,-2.174344301223755
CID000003345,C0000731,CID000005593,0,-2.1772146224975586
CID000054454,C0000731,CID000443871,1,-2.1772146224975586
CID000002803,C0000731,CID000005656,1,-2.192389488220215
CID000004740,C0000731,CID000005076,0,-2.192389488220215
CID000001046,C0000731,CID000003121,0,-2.2024636268615723
CID000006691,C0000731,CID000041781,1,-2.2024636268615723
CID000000942,C0000731,CID000002802,1,-2.203937530517578
CID000003255,C0000731,CID000002909,0,-2.203937530517578
CID000003639,C0000731,CID000003075,0,-2.2092347145080566
CID000004635,C0000731,CID000005978,1,-2.2092347145080566
CID000002160,C0000731,CID000125889,1,-2.213555335998535
CID000004675,C0000731,CID000004595,0,-2.213555335998535
CID000005077,C0000731,CID000005596,0,-2.2353336811065674
CID000003279,C0000731,CID000003365,1,-2.2353336811065674
CID000003825,C0000731,CID000010631,1,-2.2499303817749023
CID000000942,C0000731,CID000002955,0,-2.2499303817749023
CID000003877,C0000731,CID000036339,0,-2.2540526390075684
CID000002895,C0000731,CID000005391,1,-2.2540526390075684
CID000004463,C0000731,CID000213039,0,-2.2555532455444336
CID000004666,C0000731,CID000087177,1,-2.2555532455444336
CID000004411,C0000731,CID000124087,1,-2.255864381790161
CID000002274,C0000731,CID000068740,0,-2.255864381790161
CID000005651,C0000731,CID000005487,0,-2.2604565620422363
CID000002477,C0000731,CID000005002,1,-2.2604565620422363
CID000003158,C0000731,CID000004691,1,-2.281033754348755
CID000001978,C0000731,CID000003148,0,-2.281033754348755
CID000003652,C0000731,CID000005267,1,-2.302126169204712
CID000004539,C0000731,CID000216326,0,-2.302126169204712
CID000001302,C0000731,CID000004856,1,-2.3137998580932617
CID000003152,C0000731,CID000197712,0,-2.3137998580932617
CID000002249,C0000731,CID000002471,1,-2.324155807495117
CID000002092,C0000731,CID000003043,0,-2.324155807495117
CID000002474,C0000731,CID000003016,1,-2.3262557983398438
CID000002995,C0000731,CID000005039,0,-2.3262557983398438
CID000003446,C0000731,CID000004900,1,-2.3373589515686035
CID000065999,C0000731,CID000060953,0,-2.3373589515686035
CID000003168,C0000731,CID000005267,0,-2.3491625785827637
CID000003954,C0000731,CID000005267,1,-2.3491625785827637
CID000005090,C0000731,CID000005391,1,-2.3637115955352783
CID000002578,C0000731,CID000004889,0,-2.3637115955352783
CID000000596,C0000731,CID000003702,0,-2.390967607498169
CID000002585,C0000731,CID000003157,1,-2.390967607498169
CID000003405,C0000731,CID000003062,0,-2.393923759460449
CID000003310,C0000731,CID000019090,1,-2.393923759460449
CID000001690,C0000731,CID000060865,0,-2.394141674041748
CID000001972,C0000731,CID000004253,1,-2.394141674041748
CID000002650,C0000731,CID000005533,0,-2.4071035385131836
CID000002678,C0000731,CID000004691,1,-2.4071035385131836
CID000000206,C0000731,CID000003877,1,-2.450214385986328
CID000002786,C0000731,CID000003763,0,-2.450214385986328
CID000003016,C0000731,CID000002265,0,-2.451197385787964
CID000003386,C0000731,CID000003488,1,-2.451197385787964
CID000002806,C0000731,CID000071273,0,-2.458163022994995
CID000003890,C0000731,CID000150311,1,-2.458163022994995
CID000002978,C0000731,CID000004634,1,-2.498934507369995
CID000003823,C0000731,CID000003899,0,-2.498934507369995
CID000003825,C0000731,CID000004205,1,-2.5055389404296875
CID000003639,C0000731,CID000082146,0,-2.5055389404296875
CID000003333,C0000731,CID000003780,1,-2.5197620391845703
CID000003203,C0000731,CID000003324,0,-2.5197620391845703
CID000003367,C0000731,CID000005064,0,-2.5201334953308105
CID000004264,C0000731,CID005311297,1,-2.5201334953308105
CID000004168,C0000731,CID000148211,1,-2.5252182483673096
CID000003249,C0000731,CID000003154,0,-2.5252182483673096
CID000003032,C0000731,CID000003494,1,-2.5411887168884277
CID000002476,C0000731,CID000003690,0,-2.5411887168884277
CID000005203,C0000731,CID000004236,0,-2.5465176105499268
CID000003440,C0000731,CID000062924,1,-2.5465176105499268
CID000003003,C0000731,CID000087177,1,-2.564819097518921
CID000002803,C0000731,CID000003373,0,-2.564819097518921
CID000004856,C0000731,CID000004112,0,-2.565812110900879
CID000000853,C0000731,CID000170361,1,-2.565812110900879
CID000003825,C0000731,CID000054841,0,-2.5730855464935303
CID000003639,C0000731,CID000060184,1,-2.5730855464935303
CID000003793,C0000731,CID000013342,0,-2.5791096687316895
CID000005267,C0000731,CID000005358,1,-2.5791096687316895
CID000005746,C0000731,CID000005672,0,-2.6069509983062744
CID000004107,C0000731,CID000005005,1,-2.6069509983062744
CID000002806,C0000731,CID000002435,0,-2.6072211265563965
CID000002471,C0000731,CID000003937,1,-2.6072211265563965
CID000005358,C0000731,CID000047725,0,-2.6131515502929688
CID000003372,C0000731,CID000003958,1,-2.6131515502929688
CID000216326,C0000731,CID000176870,0,-2.6175665855407715
CID000004674,C0000731,CID000123631,1,-2.6175665855407715
CID000003148,C0000731,CID000005719,0,-2.620042085647583
CID000004485,C0000731,CID000005291,1,-2.620042085647583
CID000002771,C0000731,CID000060953,1,-2.625730037689209
CID000003672,C0000731,CID000004913,0,-2.625730037689209
CID000002550,C0000731,CID000004679,1,-2.6271860599517822
CID000001065,C0000731,CID000000942,0,-2.6271860599517822
CID000002250,C0000731,CID000060795,1,-2.6279125213623047
CID000004200,C0000731,CID000150311,0,-2.6279125213623047
CID000002585,C0000731,CID000002267,0,-2.635361433029175
CID000003958,C0000731,CID000005064,1,-2.635361433029175
CID000003308,C0000731,CID000060795,1,-2.649594306945801
CID000003367,C0000731,CID000003222,0,-2.649594306945801
CID000003404,C0000731,CID000004920,0,-2.6601243019104004
CID000004173,C0000731,CID000087177,1,-2.6601243019104004
CID000005040,C0000731,CID000034312,0,-2.6641645431518555
CID000000937,C0000731,CID000003157,1,-2.6641645431518555
CID000003003,C0000731,CID000003672,1,-2.6827595233917236
CID000003016,C0000731,CID000004140,0,-2.6827595233917236
CID000003658,C0000731,CID000003203,0,-2.716796636581421
CID000004253,C0000731,CID003062316,1,-2.716796636581421
CID000004411,C0000731,CID000006691,1,-2.7769582271575928
CID000002609,C0000731,CID000000853,0,-2.7769582271575928
CID000004485,C0000731,CID000077992,0,-2.799677610397339
CID000003016,C0000731,CID000005002,1,-2.799677610397339
CID000005073,C0000731,CID000032797,1,-2.800403356552124
CID000019090,C0000731,CID000005978,0,-2.800403356552124
CID000003516,C0000731,CID000163742,0,-2.8109331130981445
CID000000444,C0000731,CID000004542,1,-2.8109331130981445
CID000003440,C0000731,CID000006691,1,-2.831430435180664
CID000003040,C0000731,CID000004873,0,-2.831430435180664
CID000002666,C0000731,CID000002637,0,-2.8379571437835693
CID000003348,C0000731,CID000005002,1,-2.8379571437835693
CID000004411,C0000731,CID000004666,1,-2.83980131149292
CID000002284,C0000731,CID000002187,0,-2.83980131149292
CID000000772,C0000731,CID000003154,1,-2.8400630950927734
CID000002909,C0000731,CID000003397,0,-2.8400630950927734
CID000004419,C0000731,CID000093860,0,-2.8405380249023438
CID000001690,C0000731,CID000004159,1,-2.8405380249023438
CID000003016,C0000731,CID000002308,0,-2.84828519821167
CID000003003,C0000731,CID000003222,1,-2.84828519821167
CID000003961,C0000731,CID000004064,0,-2.8661422729492188
CID000005064,C0000731,CID000010631,1,-2.8661422729492188
CID000002160,C0000731,CID000004173,1,-2.868828296661377
CID000003878,C0000731,CID000012536,0,-2.868828296661377
CID000003957,C0000731,CID000005203,1,-2.886786460876465
CID000005184,C0000731,CID000005533,0,-2.886786460876465
CID000004173,C0000731,CID000004834,1,-2.8981738090515137
CID000002405,C0000731,CID000002650,0,-2.8981738090515137
CID000004583,C0000731,CID000002265,0,-2.9027628898620605
CID000002156,C0000731,CID005493381,1,-2.9027628898620605
CID000003339,C0000731,CID000051263,0,-2.916898012161255
CID000003325,C0000731,CID000003386,1,-2.916898012161255
CID000004911,C0000731,CID000005426,0,-2.919110059738159
CID000002083,C0000731,CID000062924,1,-2.919110059738159
CID000002978,C0000731,CID000002022,0,-2.920508623123169
CID000004595,C0000731,CID000006691,1,-2.920508623123169
CID000002477,C0000731,CID000083786,1,-2.9559168815612793
CID000003869,C0000731,CID000005466,0,-2.9559168815612793
CID000000453,C0000731,CID000119607,0,-2.960768938064575
CID000004691,C0000731,CID000005076,1,-2.960768938064575
CID000001775,C0000731,CID000213039,0,-2.984621047973633
CID000002802,C0000731,CID000003559,1,-2.984621047973633
CID000002550,C0000731,CID000072054,0,-2.9946138858795166
CID000002156,C0000731,CID000005253,1,-2.9946138858795166
CID000002802,C0000731,CID000004440,1,-3.0013341903686523
CID000005735,C0000731,CID000008953,0,-3.0013341903686523
CID000003405,C0000731,CID000123620,1,-3.0192644596099854
CID000016231,C0000731,CID005311181,0,-3.0192644596099854
CID000002265,C0000731,CID000003494,0,-3.0232412815093994
CID000002764,C0000731,CID000003405,1,-3.0232412815093994
CID000002891,C0000731,CID000041781,1,-3.035998821258545
CID000003749,C0000731,CID000003310,0,-3.035998821258545
CID000004205,C0000731,CID000004894,1,-3.043120861053467
CID000004259,C0000731,CID000027991,0,-3.043120861053467
CID000005002,C0000731,CID000004828,0,-3.0516951084136963
CID000003957,C0000731,CID000005731,1,-3.0516951084136963
CID000004691,C0000731,CID000004095,0,-3.062084197998047
CID000003367,C0000731,CID000083786,1,-3.062084197998047
CID000005077,C0000731,CID000087177,1,-3.071791648864746
CID000060147,C0000731,CID000005556,0,-3.071791648864746
CID000001690,C0000731,CID000002471,1,-3.072432041168213
CID000000119,C0000731,CID000004607,0,-3.072432041168213
CID000003890,C0000731,CID000004828,0,-3.074962854385376
CID000001117,C0000731,CID000001302,1,-3.074962854385376
CID000004679,C0000731,CID000056339,1,-3.0889205932617188
CID006398525,C0000731,CID000176168,0,-3.0889205932617188
CID000005656,C0000731,CID004479097,0,-3.1300206184387207
CID000001983,C0000731,CID000060835,1,-3.1300206184387207
CID000002405,C0000731,CID000004909,0,-3.145047903060913
CID000002576,C0000731,CID005481350,1,-3.145047903060913
CID000002512,C0000731,CID000005372,0,-3.151221990585327
CID000004900,C0000731,CID000060835,1,-3.151221990585327
CID000003386,C0000731,CID000003672,1,-3.152761697769165
CID000005726,C0000731,CID000005719,0,-3.152761697769165
CID000000596,C0000731,CID000004259,1,-3.1571383476257324
CID000005650,C0000731,CID000004159,0,-3.1571383476257324
CID000002631,C0000731,CID000002631,0,-3.1578216552734375
CID000003032,C0000731,CID000005352,1,-3.1578216552734375
CID000003937,C0000731,CID006398970,1,-3.198131561279297
CID000077993,C0000731,CID000004594,0,-3.198131561279297
CID000003003,C0000731,CID005481350,1,-3.206681489944458
CID000004812,C0000731,CID000060865,0,-3.206681489944458
CID000003148,C0000731,CID000004509,0,-3.2145886421203613
CID000002162,C0000731,CID000003957,1,-3.2145886421203613
CID000003367,C0000731,CID000004740,0,-3.225224733352661
CID000004909,C0000731,CID000005203,1,-3.225224733352661
CID000003403,C0000731,CID000002806,0,-3.233051061630249
CID000004691,C0000731,CID000054454,1,-3.233051061630249
CID000003003,C0000731,CID000006691,1,-3.2470321655273438
CID000004635,C0000731,CID004659569,0,-3.2470321655273438
CID000005556,C0000731,CID000060871,0,-3.2487034797668457
CID000003016,C0000731,CID000003032,1,-3.2487034797668457
CID000003962,C0000731,CID005487301,1,-3.265773057937622
CID000002476,C0000731,CID000001775,0,-3.265773057937622
CID000003958,C0000731,CID000005732,1,-3.2723636627197266
CID000004812,C0000731,CID000060854,0,-3.2723636627197266
CID000001983,C0000731,CID000004173,1,-3.2921090126037598
CID000004075,C0000731,CID000002249,0,-3.2921090126037598
CID000005152,C0000731,CID000060787,0,-3.2953739166259766
CID000003639,C0000731,CID000003958,1,-3.2953739166259766
CID000002676,C0000731,CID000004999,0,-3.2996649742126465
CID000004506,C0000731,CID000005732,1,-3.2996649742126465
CID000005052,C0000731,CID000005732,0,-3.301462173461914
CID000004052,C0000731,CID000005073,1,-3.301462173461914
CID000003440,C0000731,CID000005267,1,-3.302137613296509
CID000002265,C0000731,CID000036339,0,-3.302137613296509
CID000003639,C0000731,CID000002308,0,-3.3338139057159424
CID000004170,C0000731,CID000005512,1,-3.3338139057159424
CID000003152,C0000731,CID000151165,0,-3.335200309753418
CID000002088,C0000731,CID000002435,1,-3.335200309753418
CID000150310,C0000731,CID000042113,0,-3.3458826541900635
CID000000450,C0000731,CID000125889,1,-3.3458826541900635
CID000000838,C0000731,CID000005656,1,-3.364287853240967
CID000124087,C0000731,CID000001046,0,-3.364287853240967
CID000005379,C0000731,CID005311082,0,-3.3662190437316895
CID000004679,C0000731,CID000005514,1,-3.3662190437316895
CID000004064,C0000731,CID005311048,0,-3.3868112564086914
CID000002249,C0000731,CID000002311,1,-3.3868112564086914
CID000002891,C0000731,CID000123620,1,-3.38972806930542
CID000003929,C0000731,CID000004054,0,-3.38972806930542
CID000002764,C0000731,CID000005379,1,-3.412537097930908
CID000005376,C0000731,CID000009433,0,-3.412537097930908
CID000004264,C0000731,CID000004679,1,-3.425863265991211
CID005353980,C0000731,CID000019090,0,-3.425863265991211
CID000077999,C0000731,CID000004594,0,-3.431504964828491
CID000004614,C0000731,CID000004927,1,-3.431504964828491
CID000000143,C0000731,CID000002269,1,-3.441681385040283
CID000002519,C0000731,CID000003310,0,-3.441681385040283
CID000002786,C0000731,CID000004585,1,-3.449291229248047
CID000004547,C0000731,CID000004543,0,-3.449291229248047
CID000003958,C0000731,CID000005358,1,-3.4500956535339355
CID000002891,C0000731,CID000002267,0,-3.4500956535339355
CID000003749,C0000731,CID000060865,1,-3.4503867626190186
CID000004451,C0000731,CID000005291,0,-3.4503867626190186
CID000004513,C0000731,CID000003639,0,-3.4744534492492676
CID000002022,C0000731,CID000003157,1,-3.4744534492492676
CID000002118,C0000731,CID000004885,1,-3.480915069580078
CID000002658,C0000731,CID000003414,0,-3.480915069580078
CID000005544,C0000731,CID000004609,0,-3.4836783409118652
CID000002771,C0000731,CID000003661,1,-3.4836783409118652
CID000004091,C0000731,CID000003157,0,-3.4986438751220703
CID000003883,C0000731,CID000027661,1,-3.4986438751220703
CID000001690,C0000731,CID009571074,0,-3.5042362213134766
CID000000937,C0000731,CID000003222,1,-3.5042362213134766
CID000000453,C0000731,CID000005746,0,-3.505514144897461
CID000003121,C0000731,CID000077999,1,-3.505514144897461
CID000005391,C0000731,CID000065999,1,-3.5179593563079834
CID000004542,C0000731,CID000004601,0,-3.5179593563079834
CID000005203,C0000731,CID000003652,0,-3.533782958984375
CID000005732,C0000731,CID000071616,1,-3.533782958984375
CID000002955,C0000731,CID000003325,1,-3.543306589126587
CID000005095,C0000731,CID000004052,0,-3.543306589126587
CID000060835,C0000731,CID000005401,0,-3.547131299972534
CID000005002,C0000731,CID000005203,1,-3.547131299972534
CID000003478,C0000731,CID000060147,1,-3.5578465461730957
CID000071616,C0000731,CID000004943,0,-3.5578465461730957
CID000003746,C0000731,CID000115237,0,-3.571780204772949
CID000002891,C0000731,CID000004171,1,-3.571780204772949
CID000002907,C0000731,CID000005073,1,-3.574219226837158
CID000005487,C0000731,CID000060164,0,-3.574219226837158
CID000002162,C0000731,CID000005358,1,-3.578775644302368
CID000004917,C0000731,CID000060871,0,-3.578775644302368
CID000002719,C0000731,CID000004173,0,-3.582664966583252
CID000003478,C0000731,CID006398525,1,-3.582664966583252
CID000001971,C0000731,CID000003016,1,-3.593682289123535
CID000151165,C0000731,CID000004900,0,-3.593682289123535
CID000003746,C0000731,CID000060865,1,-3.600797653198242
CID000003929,C0000731,CID000003348,0,-3.600797653198242
CID000005155,C0000731,CID000005184,0,-3.604356288909912
CID000002764,C0000731,CID000003826,1,-3.604356288909912
CID000002435,C0000731,CID000005195,0,-3.6163625717163086
CID000004034,C0000731,CID000004259,1,-3.6163625717163086
CID000003696,C0000731,CID005311297,1,-3.6335740089416504
CID000004911,C0000731,CID000508230,0,-3.6335740089416504
CID000002520,C0000731,CID000119607,1,-3.634719133377075
CID000004463,C0000731,CID000005578,0,-3.634719133377075
CID000003902,C0000731,CID000003899,0,-3.636207103729248
CID000005379,C0000731,CID000060164,1,-3.636207103729248
CID000003308,C0000731,CID000004091,1,-3.6381547451019287
CID000004011,C0000731,CID000004594,0,-3.6381547451019287
CID000000772,C0000731,CID000004727,0,-3.640317440032959
CID000004583,C0000731,CID000005035,1,-3.640317440032959
CID000004449,C0000731,CID000004585,1,-3.641122817993164
CID000004674,C0000731,CID004659568,0,-3.641122817993164
CID000003958,C0000731,CID000004691,1,-3.6424198150634766
CID000003510,C0000731,CID000003702,0,-3.6424198150634766
CID000003161,C0000731,CID000005358,1,-3.645453929901123
CID000003962,C0000731,CID000003348,0,-3.645453929901123
CID000001302,C0000731,CID000005647,1,-3.6505367755889893
CID000150311,C0000731,CID004479097,0,-3.6505367755889893
CID000003003,C0000731,CID000003869,1,-3.662219524383545
CID000002955,C0000731,CID000004264,0,-3.662219524383545
CID000104741,C0000731,CID000087177,0,-3.6661367416381836
CID000004411,C0000731,CID000005267,1,-3.6661367416381836
CID000005487,C0000731,CID000003440,0,-3.6703109741210938
CID000002160,C0000731,CID000002477,1,-3.6703109741210938
CID000003478,C0000731,CID000003640,1,-3.676093101501465
CID000054374,C0000731,CID000047725,0,-3.676093101501465
CID000004594,C0000731,CID006398970,1,-3.678668975830078
CID000005596,C0000731,CID000060852,0,-3.678668975830078
CID000004736,C0000731,CID000002662,0,-3.679403781890869
CID000002520,C0000731,CID000004900,1,-3.679403781890869
CID000004485,C0000731,CID000104865,1,-3.684807300567627
CID000005647,C0000731,CID000004171,0,-3.684807300567627
CID000002476,C0000731,CID000004594,1,-3.6872222423553467
CID000002099,C0000731,CID000123631,0,-3.6872222423553467
CID000003937,C0000731,CID000002955,0,-3.68994140625
CID000004259,C0000731,CID000005039,1,-3.68994140625
CID000003348,C0000731,CID000003734,0,-3.6924638748168945
CID000003826,C0000731,CID000123620,1,-3.6924638748168945
CID000004259,C0000731,CID000010631,1,-3.7120349407196045
CID000004463,C0000731,CID000005717,0,-3.7120349407196045
CID000000942,C0000731,CID000004745,0,-3.712906837463379
CID000001302,C0000731,CID000004635,1,-3.712906837463379
CID000004506,C0000731,CID000110635,0,-3.7193145751953125
CID000002022,C0000731,CID000003062,1,-3.7193145751953125
CID000005212,C0000731,CID000003749,0,-3.7263569831848145
CID000002576,C0000731,CID000005029,1,-3.7263569831848145
CID000003075,C0000731,CID000003734,0,-3.7263951301574707
CID000001972,C0000731,CID000002118,1,-3.7263951301574707
CID000003957,C0000731,CID000005734,1,-3.7416067123413086
CID000002405,C0000731,CID000005210,0,-3.7416067123413086
CID000005391,C0000731,CID000003075,0,-3.753509283065796
CID000065999,C0000731,CID000087177,1,-3.753509283065796
CID000004614,C0000731,CID000003440,0,-3.762904644012451
CID000005076,C0000731,CID000005267,1,-3.762904644012451
CID000000159,C0000731,CID000000853,1,-3.7693188190460205
CID000083786,C0000731,CID000005352,0,-3.7693188190460205
CID000003154,C0000731,CID000004893,0,-3.78425931930542
CID000003157,C0000731,CID003468412,1,-3.78425931930542
CID000004034,C0000731,CID000005195,0,-3.7859444618225098
CID000003446,C0000731,CID000004594,1,-3.7859444618225098
CID000003454,C0000731,CID000004411,0,-3.78751277923584
CID000005651,C0000731,CID000667490,1,-3.78751277923584
CID000002812,C0000731,CID000004828,0,-3.801065683364868
CID000002088,C0000731,CID000003385,1,-3.801065683364868
CID000003961,C0000731,CID000002405,0,-3.8062493801116943
CID000002471,C0000731,CID000004943,1,-3.8062493801116943
CID000004058,C0000731,CID000002249,0,-3.8088250160217285
CID000004900,C0000731,CID000019090,1,-3.8088250160217285
CID000002806,C0000731,CID000005090,1,-3.841963768005371
CID000004189,C0000731,CID000005412,0,-3.841963768005371
CID000001978,C0000731,CID000003780,1,-3.8431148529052734
CID000047725,C0000731,CID000071616,0,-3.8431148529052734
CID004183806,C0000731,CID000003957,0,-3.844815731048584
CID000003032,C0000731,CID000003222,1,-3.844815731048584
CID000005533,C0000731,CID000003478,0,-3.8605971336364746
CID000002554,C0000731,CID000041774,1,-3.8605971336364746
CID000125889,C0000731,CID000005647,0,-3.862452983856201
CID000000159,C0000731,CID000001983,1,-3.862452983856201
CID000000453,C0000731,CID000003652,0,-3.8738820552825928
CID000150311,C0000731,CID005282226,1,-3.8738820552825928
CID000072467,C0000731,CID000176870,0,-3.8878207206726074
CID000002088,C0000731,CID000002771,1,-3.8878207206726074
CID000151165,C0000731,CID000054454,0,-3.8899059295654297
CID000003333,C0000731,CID000004674,1,-3.8899059295654297
CID000002786,C0000731,CID000002891,1,-3.904421806335449
CID000005039,C0000731,CID000003823,0,-3.904421806335449
CID000004411,C0000731,CID000003825,0,-3.910745620727539
CID000001971,C0000731,CID000003883,1,-3.910745620727539
CID000091270,C0000731,CID000004927,0,-3.916597366333008
CID000002585,C0000731,CID000005040,1,-3.916597366333008
CID000002973,C0000731,CID000054688,0,-3.9505417346954346
CID000002477,C0000731,CID000002895,1,-3.9505417346954346
CID000150610,C0000731,CID000005426,0,-3.9620401859283447
CID000005267,C0000731,CID000125889,1,-3.9620401859283447
CID000004510,C0000731,CID000000853,0,-3.978999614715576
CID000054786,C0000731,CID000104865,1,-3.978999614715576
CID000002477,C0000731,CID000003386,1,-3.984285354614258
CID000004428,C0000731,CID000004674,0,-3.984285354614258
CID000003042,C0000731,CID000151165,0,-3.9918839931488037
CID000003750,C0000731,CID000005394,1,-3.9918839931488037
CID000002749,C0000731,CID000002550,0,-3.995636463165283
CID000003640,C0000731,CID000125889,1,-3.995636463165283
CID000003339,C0000731,CID000130881,1,-4.006069183349609
CID000004506,C0000731,CID000003478,0,-4.006069183349609
CID000002156,C0000731,CID000002019,0,-4.016002178192139
CID000002802,C0000731,CID000004171,1,-4.016002178192139
CID000004171,C0000731,CID000002812,0,-4.018969535827637
CID000005358,C0000731,CID000124087,1,-4.018969535827637
CID000003928,C0000731,CID000003899,0,-4.019679069519043
CID000002083,C0000731,CID000004691,1,-4.019679069519043
CID000002267,C0000731,CID000005039,1,-4.023570537567139
CID000000564,C0000731,CID000005073,0,-4.023570537567139
CID000002118,C0000731,CID000003157,1,-4.027801513671875
CID000004635,C0000731,CID000003661,0,-4.027801513671875
CID000002187,C0000731,CID000005391,1,-4.0280842781066895
CID000002891,C0000731,CID000048175,0,-4.0280842781066895
CID000004253,C0000731,CID000005212,1,-4.053244590759277
CID000003333,C0000731,CID000072938,0,-4.053244590759277
CID000003345,C0000731,CID000003488,1,-4.063600540161133
CID000005002,C0000731,CID000003675,0,-4.063600540161133
CID000001071,C0000731,CID000003394,0,-4.077506065368652
CID000004900,C0000731,CID000041781,1,-4.077506065368652
CID000005064,C0000731,CID000005650,1,-4.086513042449951
CID000003367,C0000731,CID000176168,0,-4.086513042449951
CID000010631,C0000731,CID000041317,0,-4.1031904220581055
CID000003899,C0000731,CID000054688,1,-4.1031904220581055
CID000027661,C0000731,CID000060854,1,-4.1064839363098145
CID000005212,C0000731,CID000004158,0,-4.1064839363098145
CID000002726,C0000731,CID000004601,0,-4.10828971862793
CID000004679,C0000731,CID000148211,1,-4.10828971862793
CID000000298,C0000731,CID000002269,1,-4.124234199523926
CID000003902,C0000731,CID000003657,0,-4.124234199523926
CID000003386,C0000731,CID000005593,0,-4.147856712341309
CID000002764,C0000731,CID000003446,1,-4.147856712341309
CID000003937,C0000731,CID000002153,0,-4.1519389152526855
CID000002895,C0000731,CID005487301,1,-4.1519389152526855
CID000003325,C0000731,CID000119182,1,-4.1557722091674805
CID000005512,C0000731,CID000005076,0,-4.1557722091674805
CID000002771,C0000731,CID000004856,1,-4.162786483764648
CID000005077,C0000731,CID000004205,0,-4.162786483764648
CID000002764,C0000731,CID000003516,1,-4.1744384765625
CID000000937,C0000731,CID000003397,0,-4.1744384765625
CID000010631,C0000731,CID000003672,0,-4.176975727081299
CID000002088,C0000731,CID000005734,1,-4.176975727081299
CID000005412,C0000731,CID000003365,0,-4.184988021850586
CID000002153,C0000731,CID000005073,1,-4.184988021850586
CID000054786,C0000731,CID000130881,0,-4.217433452606201
CID000003154,C0000731,CID000003325,1,-4.217433452606201
CID000003661,C0000731,CID000002806,0,-4.218552589416504
CID000002083,C0000731,CID000005523,1,-4.218552589416504
CID000003410,C0000731,CID000004679,1,-4.222033977508545
CID000002973,C0000731,CID000003929,0,-4.222033977508545
CID000003279,C0000731,CID000001983,0,-4.22239875793457
CID000000853,C0000731,CID000005394,1,-4.22239875793457
CID000003325,C0000731,CID000071329,1,-4.224383354187012
CID000003333,C0000731,CID000115237,0,-4.224383354187012
CID000000159,C0000731,CID000104865,1,-4.231603145599365
CID000004616,C0000731,CID000003075,0,-4.231603145599365
CID000000838,C0000731,CID000027991,0,-4.237706184387207
CID000002083,C0000731,CID000003405,1,-4.237706184387207
CID000002369,C0000731,CID000003249,0,-4.2385430335998535
CID000003640,C0000731,CID000145068,1,-4.2385430335998535
CID000003003,C0000731,CID000123620,1,-4.243107318878174
CID000003308,C0000731,CID000002462,0,-4.243107318878174
CID000039765,C0000731,CID000060953,0,-4.244118690490723
CID000002771,C0000731,CID000004691,1,-4.244118690490723
CID000004666,C0000731,CID000148211,1,-4.2454304695129395
CID000004679,C0000731,CID000003403,0,-4.2454304695129395
CID000001978,C0000731,CID000005525,0,-4.249421119689941
CID000005090,C0000731,CID000062924,1,-4.249421119689941
CID000003305,C0000731,CID000004595,1,-4.253174781799316
CID000002949,C0000731,CID004475485,0,-4.253174781799316
CID000002250,C0000731,CID003081884,1,-4.253228664398193
CID000005005,C0000731,CID000004745,0,-4.253228664398193
CID000005372,C0000731,CID000003222,0,-4.257009983062744
CID000004138,C0000731,CID000004485,1,-4.257009983062744
CID000004052,C0000731,CID000002895,0,-4.261227130889893
CID000004595,C0000731,CID000004920,1,-4.261227130889893
CID000004178,C0000731,CID000004236,0,-4.269507884979248
CID000001117,C0000731,CID000002909,1,-4.269507884979248
CID000003826,C0000731,CID000004052,1,-4.271327972412109
CID000005672,C0000731,CID000004889,0,-4.271327972412109
CID000005267,C0000731,CID000000581,0,-4.278115272521973
CID000003154,C0000731,CID000004034,1,-4.278115272521973
CID000005152,C0000731,CID000060865,1,-4.278548240661621
CID000003157,C0000731,CID000003964,0,-4.278548240661621
CID000003007,C0000731,CID000002118,0,-4.282174110412598
CID000004173,C0000731,CID000150311,1,-4.282174110412598
CID000005005,C0000731,CID000119607,1,-4.303976535797119
CID000005717,C0000731,CID000077992,0,-4.303976535797119
CID000005732,C0000731,CID000002088,0,-4.31568717956543
CID000004927,C0000731,CID000054688,1,-4.31568717956543
CID000003890,C0000731,CID000004736,0,-4.31851863861084
CID000002978,C0000731,CID000003385,1,-4.31851863861084
CID000002244,C0000731,CID003002190,1,-4.328686714172363
CID000004189,C0000731,CID005481350,0,-4.328686714172363
CID000150311,C0000731,CID000005002,0,-4.330638885498047
CID000002520,C0000731,CID000005408,1,-4.330638885498047
CID000003715,C0000731,CID000004253,1,-4.339230537414551
CID000003516,C0000731,CID000024011,0,-4.339230537414551
CID000003446,C0000731,CID000004264,1,-4.340682029724121
CID000004497,C0000731,CID000004873,0,-4.340682029724121
CID000003736,C0000731,CID000005426,0,-4.3601226806640625
CID000000772,C0000731,CID000003954,1,-4.3601226806640625
CID000004609,C0000731,CID000012536,0,-4.372341156005859
CID000005038,C0000731,CID000005717,1,-4.372341156005859
CID005329102,C0000731,CID000104865,0,-4.376551628112793
CID000001983,C0000731,CID000005029,1,-4.376551628112793
CID000003749,C0000731,CID000060877,0,-4.380112648010254
CID000004635,C0000731,CID003468412,1,-4.380112648010254
CID000005358,C0000731,CID000005523,1,-4.386440277099609
CID000005379,C0000731,CID000002764,0,-4.386440277099609
CID000002520,C0000731,CID000004634,1,-4.4105224609375
